#,address,fsGLP_distribution,eth_glv_distribution,btc_glv_distribution
84,0x565cc29887cfa32ffd18b14e75fe037ca0d0f434,182.354661405664785434,80.630796469699475892,74.182437490920520418
85,0x70a6da5b4e4caa303ced298ac3a213c396c04195,137.721462612333652942,60.895570948423483060,56.025514854649152596
86,0xaf20401537564e6dee8be61eac161b10a5e88772,137.721462612333652942,60.895570948423483060,56.025514854649152596
87,0x865da0c8d3af4b01c83cb133316f4e47c90fbc20,137.721462612333652942,60.895570948423483060,56.025514854649152596
88,0xb1bd6ba31c6f94ea2e547c8e345f9e75211b4d26,130.676183470937132824,57.780397120985938386,53.159473616744726598
89,0x7383fa011771eb864b53d8936426153f63cdd10b,124.342442266127207517,54.979840260853407585,50.582888201336835721
90,0x2e550efb9cbac3058c1482f1a939291547c0a1b6,116.929309098093114017,51.702014363412608589,47.567202813255626381
91,0xf7c69bce3a71712fd1fbbbc105064f27382d8163,155.849183479463590629,68.911009437519723519,63.399927494900680358
92,0x03fd3911d4aba632e7a9cbeab9d855e388d0a691,153.081219503258779469,67.687113441220844834,62.273911230445840204
93,0xea76469d28efa31a25810f7e7bfc6b5f7362067e,107.019836698747866421,47.320395346960701488,43.535998942919064802
94,0x6d5efd88eb238829c5bf434e8b45b5f5be802a9e,103.291096959250253917,45.671678211317619400,42.019136140986873329
95,0x517df4f28eabb59b962bce3a706d27194279f7a2,133.517852490682514599,59.036882886686370853,54.315473319753131420
96,0x4aa60959b1571e62f9b353937c3e45978fd07713,118.682535547273332099,52.477229232610099530,48.280420728669447783
97,0x2cd873d5c3b1ce440b1f7d82e283c1168a5b8403,118.338205220796140793,52.324978512729870772,48.140346092116558907
98,0xc66a34e15f8d1cf75b3fd866234af1391832035b,117.221807058335798502,51.831346639968266743,47.686191883700367100
99,0xd54eff4ce9e4cdb2faa2267145545a233cacbfbd,115.882129263383390594,51.238988392654349013,47.141206833600939774
100,0xa7eadf046fd41b3ad72cce83262571de348b459e,111.639816246034101255,49.363187276160253703,45.415420841619400960
101,0xbb532f577779822a48f129049ecc32cfebcb7969,111.264877075568747955,49.197402405571970974,45.262894433127605964
102,0x25ebab74687236c711a612da494c79eac2a0f250,81.4829033545872079,36.028864551634747215,33.147495863753171363
103,0x1727ccc1121864aceaae711d53407a0814d2f023,73.126653610583858267,32.334025784339154086,29.748147749947328577
104,0x4ffd0a59a26cb2aa76d403215e4cc2845c053994,68.860731306166826471,30.447785474211741530,28.012757427324576298
105,0x338b3c10680b0d5aa627626759106647ddb5fcc3,68.860731306166826471,30.447785474211741530,28.012757427324576298
106,0x1d7d55af165f78704b76cbb725d88f8dc3588a76,68.860731306166826471,30.447785474211741530,28.012757427324576298
107,0xa4ae3446f8eb8551b07015e06225da4812ecb912,68.468638302109511073,30.274415783721575934,27.853252786533385432
108,0x2011c32daefaa28fa995f32cdf23bd67ede34e57,68.172123993105159911,30.143307619469620562,27.732629853051328439
109,0x7c020587596ee0772cd970b1fa6a5ab4fea10949,98.259740890156280102,43.446990100541952984,39.972365007125780778
110,0x31ea2730a76c7d480bba0267eb91d02a3087ea88,72.303767871475173479,31.970174747922332159,29.413395298690808488
111,0x677f0fb523ecfe8343560ddcaac47e1eab34409a,72.303767871475173479,31.970174747922332159,29.413395298690808488
112,0x42492200015c883f24cf5e631208d1081d128666,72.303767871475173479,31.970174747922332159,29.413395298690808488
113,0x694da39965a6a817ce47b7d3efa622b992b382f6,72.303767871475173479,31.970174747922332159,29.413395298690808488
114,0x61d656c068b93202ecf787a2872c58b39a277b9b,72.303767871475173479,31.970174747922332159,29.413395298690808488
115,0x2b185c762f6fb49a07116ec06b238b58fe2bec53,72.303767871475173479,31.970174747922332159,29.413395298690808488
116,0xeb4b407df8cf53861507c8302bb40b3e977f0b77,71.996098123999217933,31.834134042423549715,29.288234298505518183
117,0xeb4eec4e1946f0ef984b09c594af08668b7239c7,70.955199309575206712,31.373885317195369993,28.864793457234082297
118,0x1431a59a078a6cba473c3899b6ad358ad698d2a5,69.549338619228507241,30.752263328953862498,28.292885001597824157
119,0xcb21dd698c266b73ee772cf78f0f74c191a14e0d,68.860731306166826471,30.447785474211741530,28.012757427324576298
120,0xf2b22e4cfa1f9d20d6fec2e7225e14e72de5ca59,68.860731306166826471,30.447785474211741530,28.012757427324576298
121,0xfc1a2f3e2aa701e519fb3824acfd014222c86d74,68.860731306166826471,30.447785474211741530,28.012757427324576298
122,0x7bac16a888e14e20896b987a732667fddfb88fb5,68.860731306166826471,30.447785474211741530,28.012757427324576298
123,0xf84bfa23c2ab766c47056011b26e2d12ade5c754,68.860731306166826471,30.447785474211741530,28.012757427324576298
124,0x5bb3a5222d922858ee68e1b17b1a8794f9b609d0,68.819414867383130741,30.429516802927214059,27.995949772868183203
125,0x3b76fbc3e1c44eb8ecf4b711ced5160042dba80c,68.516427649636000297,30.295546546840686375,27.872693640187957698
126,0xd48f1a44e56526e96a983ff750559aa365810d5a,65.866873291168616333,29.124007105149434693,26.794846772656786271
127,0x7acceb2ee044c4079d3c822efb4a52fd0ab253b7,89.311852996827269635,39.490549820928201541,36.332336673295515084
128,0x5b5c989bc810e139e567e595ec42932e732c4708,89.311852996827269635,39.490549820928201541,36.332336673295515084
129,0x8d28b6d855378bd6254bb86f0cc07a76e6848487,89.311852996827269635,39.490549820928201541,36.332336673295515084
130,0x12f30aba40f199f917fb716e868aa9c272b868d9,55.088585044933466861,24.358228379369393224,22.410205941859661749
131,0xd22a6526661e16d4eb02480854270d131514b198,79.524754582372452205,35.163040262347152520,32.350914916641549723
132,0xc56493884cece55363849a9e5eb389b309c5441c,78.147871372223860931,34.554231093312175460,31.790794589133579251
133,0xbee45ef2deb682657759a1d4e42ab51e3799a775,49.582343248229754806,21.923562557280472873,20.170249832455933614
134,0xc0b7b4f02c2b90fc47f6642de8b10d00605f881a,71.896041662446478426,31.789892605847438034,29.247531022003105505
135,0xf115d93a31e79cca4697b9683c856326e0bed3c3,66.983889747620452226,29.617912365696149379,27.249252504971636313
136,0x79cf112b08a85a71cdd33e8da217867caf3e5df8,66.983889747620452226,29.617912365696149379,27.249252504971636313
137,0xf97d761f91ebda89b8b38ba0620fec2b4f40e0f6,66.983889747620452226,29.617912365696149379,27.249252504971636313
138,0x2a70938d79d975267da22c1f6b7f0c1e2ed42036,66.983889747620452226,29.617912365696149379,27.249252504971636313
139,0x7a96c4d6d86be8af67434064943b8ec1a573a069,45.661206625462696707,20.189774309022432419,18.575119386271790489
140,0x64739640e38f55e6bf1e72a3b10405395f71fb45,64.751093422699767643,28.630648620172944874,26.340944088139245594
141,0x53fe88ceb39f23db1fcd4d6beb55965f6ac1764f,60.285500772858412688,26.656121129126542968,24.524327254474478366
142,0x214175f301d82a56b213395abad756a5e6b2eb85,59.34126777363666605,26.238614616305049765,24.140210364334723891
143,0x4eaf0397a12d5e0937be107632e4879225d63b77,55.819908123017050627,24.681593638080126851,22.707710420809700480
144,0x89d50bee6c9fae42ca7731da558d0e4293e36741,34.430365653083413235,15.223892737105870765,14.006378713662288149
145,0xffb82eb04de9fb268afcf9e7a25040d2ca87fb28,34.430365653083413235,15.223892737105870765,14.006378713662288149
146,0x5cd9aed3014eee530caa3bdbe38311ac2eba557b,34.430365653083413235,15.223892737105870765,14.006378713662288149
147,0x4cf3e43e79824a4f969666fdc48eb615fbc54c3d,34.430365653083413235,15.223892737105870765,14.006378713662288149
148,0x357a15f1d5feff777fb38ec5424cc2605c091fb8,37.116898224262207862,16.411782639596768973,15.099268431931930579
149,0x24e32bb964721dfac9dee9e9ff71ac476652e8ef,46.502779411029237622,20.561888097967486289,18.917473785540305897
150,0x1ac03ef8272fabd680c7bf307119406f52802126,36.161731020314370255,15.989441407283978336,14.710703473657511964
151,0x0c4aaed00ba1ca188b5935cbe2b9dfc37d934142,49.121519148254996878,21.719802401510509782,19.982785170312531875
152,0xfdc46693f2b7fc9adbccb33c49dd0f1a63250dee,34.430365653083413235,15.223892737105870765,14.006378713662288149
153,0x5ac331f1813f2e4e0fe5f3966c7f6c0f1da31ae1,44.655926498413634818,19.745274910464100770,18.166168336647757542
154,0x09c4eea8ad5e12e1979a9edda897c4cac13baed9,44.655926498413634818,19.745274910464100770,18.166168336647757542
155,0x973322f3f3d6ea384dbc5a1736c4b1f57cc6db9f,44.655926498413634818,19.745274910464100770,18.166168336647757542
156,0xa9d8d3f440232e9c3e312f2ff32f8bbf2aa60444,42.42313017349295734,18.758011164940899818,17.257859919815373928
157,0x45ade3775d0e5da3a5bc94dcceec069f6c5567dd,41.641651459770713473,18.412468854007776997,16.939951973924035400
158,0xa114f682b4867406b62f82b34aa2462bda5dc3a9,36.304620727346787135,16.052622193541562723,14.768831446248505301
159,0xb46c67bf6ec04b6fbe9d34e7901b95b26bb8866f,40.190333848572272757,17.770747419417691759,16.349551502982983209
160,0x64bb8d764fbc9343493e508d7acac257498ce3e7,38.850656053619857744,17.178389172103766924,15.804566452883547001
161,0x7f0fc013f949475e74c32ba97ed32192df8a01f8,26.167077896343396759,11.570158480200463558,10.644847822383340485
162,0x96307afcb4a259ffd4003b68d9e8aff67a39bd24,30.591251005946837438,13.526371712137461145,12.444615059602829987
163,0x9ef2072337c03758bc2d5dd71322a82e18a70796,33.491944873810226113,14.808956182848074690,13.624626252485818156
164,0x496b1fc49fb63ba3b30151192c2a4256b076d494,24.101255957158389975,10.656724915974109535,9.804465099563602237
165,0x0bc71bb95cc09743e22b1db6c282cdc295ea1989,23.830839865319074278,10.537156462416881197,9.694459001146498167
166,0x2069e272f47c9e976ec79b4a4aaa1ea2cabd6ac6,23.826088474858948985,10.535055565219160201,9.692526120884012997
167,0xf17d2cb912f0af72f1300f928cae0947bd280f7e,31.259148548889545083,13.821692437324871960,12.716317835653430990
168,0xa9a58c96e9826e5f9780da3e86b93b25fe712587,20.658219391850050073,9.134335642263522459,8.403827228197373600
169,0x7443dc8d1af701207c8202cfa284b2f45002e7b8,29.026352223968864052,12.834428691801667455,11.808009418821043823
170,0xf5873a15f2cb3f54740532589523438b84d9bcb3,20.54515007104532387,9.084340378514866643,8.357830280501705289
171,0x3dd5ea70b666c176b334638e703dfb115362fe72,27.909954061508525314,12.340796819040063426,11.353855210404850240
172,0x37300204bc99fdea0ca7803ff19852ae2544ab52,20.600406575238842777,9.108772854816328035,8.380308796470012922
173,0xf879006eebfd806f570b836e5dc4ee3946bc0096,25.961804650966044505,11.479393894633462381,10.561342034396442813
174,0xbaaae914f34c4f0211004ccb0f0f44dfda01e1da,25.961804650966044505,11.479393894633462381,10.561342034396442813
175,0x95af5866573adf670a69eda1019b70521a68fb5d,25.677157736587840731,11.353533073516860696,10.445546793572463073
176,0x882d244fef9a574fbc636971df8180760a1ece84,17.215182826541706618,7.611946368552935382,7.003189356831144075
177,0xdabf0f907ffbed548a9427ca178a6294dbd378b9,21.100916568058032396,9.330080711994039433,8.583917801963400152
178,0x59781a1c7e7dcefd724d765b205eb57c6008ca21,17.879000276333155028,7.905463020524337026,7.273232338430553057
179,0xad073d923073e7554c2e8c5deb71f951a4d30b04,16.322059141500723456,7.217038590952408406,6.639863892998744355
180,0xf85761b55272d5ee30139dfe742499ec8c052306,23.667641044159228869,10.464995702545975220,9.628069218423313202
181,0x95d551ce72f134e236213ae5164244a5c49e97f4,16.483537556413686787,7.288438647889436517,6.705553809165821555
182,0x1ef9eb8bbbea9f61155ab9575bd99515447f712e,22.327963249206817409,9.872637455232050385,9.083084168323878771
183,0xf7d48050e09804de338c120f61ce64850e3b34b5,22.327963249206817409,9.872637455232050385,9.083084168323878771
184,0x95c2d01f0643dc5d252510bd9cbf1690788b6499,22.327963249206817409,9.872637455232050385,9.083084168323878771
185,0xe488a8b3a410f03b993051068c23e984e9392f8e,22.327963249206817409,9.872637455232050385,9.083084168323878771
186,0x6ae8c7bab2c4861ba5a451dfd4b4a83c06c2a7c8,22.327963249206817409,9.872637455232050385,9.083084168323878771
187,0xc7c52590eefe7bbae025a94de7e21420b0a20cfb,22.327963249206817409,9.872637455232050385,9.083084168323878771
188,0xd9cac90e03b50762394b6b7ce467c628c3d9ffd5,22.327963249206817409,9.872637455232050385,9.083084168323878771
189,0xa23017dc1ee283aeeb3e3f435b5f0c06e3214286,17.563897992198555187,7.766135909589265474,7.145047759457486158
190,0xf61d311781acd7a6e60c0457c52f9a31767f72b5,12.852373473176896823,5.682866024263302229,5.228385084508141212
191,0x24b1ffeb813d63481b904435d32b5ad2d83383c9,13.772146261233366715,6.089557094842348306,5.602551485464915437
192,0x0045cb2b22bc2615a09a90bda866ff272c893906,13.772146261233366715,6.089557094842348306,5.602551485464915437
193,0x9a54af3059f460349e9412ad2180d03896922b9c,13.772146261233366715,6.089557094842348306,5.602551485464915437
194,0x1fd858bcdd2d8e138d5ecf612191fa80957f8d0f,13.772146261233366715,6.089557094842348306,5.602551485464915437
195,0xb9941d875ef1a7b2aac2d0abbb1b5f1193874f17,12.572936625536472732,5.559308910808951509,5.114709314868058243
196,0x1e8b446e50d66364b47df92847b2d425c9460c84,10.329109695925025036,4.567167821131761229,4.201913614098686800
197,0xc8cf39b6ee4e312fdcb7028388a0690d1ceb45fa,10.975505380696013447,4.852981183378187069,4.464869368068982602
198,0xc82d72a31dec624d609ad0623cb066aec53edf8e,10.126934588810119209,4.477773122979475495,4.119668158292062010
199,0x7c0cced07503bbd218563ad5fc311a91d0d91614,10.329109695925025036,4.567167821131761229,4.201913614098686800
200,0x52344ce6edd6cf9dffca4908419c2a8c01ea2ea2,13.229803563788413712,5.849752291842377439,5.381924806981676745
201,0xa675d0d6eb15409a5e4101f18d796c6dd161c747,11.351665780458047195,5.019306038467584941,4.617892576397234272
202,0x2e976f0633ef80771ab2cd93100ffee0fb6dabf5,9.085760331460877026,4.017402606609394411,3.696115265990914001
203,0x039e8026f52b867871e97bb457592c5f73014aaa,13.396777949524089735,5.923582473139230586,5.449850500994327440
204,0x29bdfcedf0d5d47b2777832d6c39919e98d984ed,13.396777949524089735,5.923582473139230586,5.449850500994327440
205,0x226d56a09806dfb70b2a770da43b9e6569e07795,13.396777949524089735,5.923582473139230586,5.449850500994327440
206,0x8f50a6c2475dcdb8d47a5c99a7b0256f29a8e693,13.396777949524089735,5.923582473139230586,5.449850500994327440
207,0x5059f3b71d97a8449db345fa5aad07219c612fca,9.640502382863356701,4.262689966389643814,3.921786039825441161
208,0x14cf2e235335db05ae4bb187e9021c07452da45e,12.28037978706374922,5.429950600377627445,4.995696292578132969
209,0x35d178fa8f36d4704bab30d72ab509e20fb1318d,11.833820522079614435,5.232497851272987610,4.814034609211656601
210,0xb6f4a6067c5a35db4590b8dcd16b7f98fb5c9516,11.833820522079614435,5.232497851272987610,4.814034609211656601
211,0xf6ac1cd0c4fc4e7eb167d427fba6997335d3f36a,11.610540889587545266,5.133771476720666804,4.723203767528417529
212,0x7417e92dd4e06c80086288b063fb25c74a6002ad,8.262943453083488876,3.653582017978037833,3.361390827491812505
213,0x266abce9682f3322387f0779d11e370451bd7261,11.163981624603408704,4.936318727616025193,4.541542084161939385
214,0x219877d35d1006d2f49e53a43116b024f6832d12,11.163981624603408704,4.936318727616025193,4.541542084161939385
215,0x304300d6ff3b3e94dfed7215c33839358d43dec0,11.163981624603408704,4.936318727616025193,4.541542084161939385
216,0x54000670bb1eaad63e8451b659d0671e87ea374c,11.163981624603408704,4.936318727616025193,4.541542084161939385
217,0xfef1994b322c6e862191bb85994a678c13c180bc,7.635346747959085079,3.376080901166072401,3.106082556299176733
218,0x8d82e2aab881c67535a5ba675472bebe40729960,7.574680443678351693,3.349256402163291568,3.081403317005703357
219,0x30c83633300bd3fea3830aa4e6d9c5e995b39d10,6.886073130616683358,3.044778547421174153,2.801275742732457719
220,0x1373b82bbcce0e8f02195e377172176dc5812744,6.886073130616683358,3.044778547421174153,2.801275742732457719
221,0x9ddded31cbcd35aa14c8f2894f8dd1cf66d1744d,7.156833526112531985,3.164499239905775418,2.911421904936698279
222,0x2ef8f5fb4a01979516f297704b2ff5f524cdb71c,10.047583462143068189,4.442686854854422940,4.087387875745745802
223,0xe13faf156ac0e91e26c49a9aebee5770d02e01f5,7.955123096463146304,3.517474718430201541,3.236168559043060888
224,0x486a0606749a095494a8a65bab7c72ffdb150a43,8.918458952072864321,3.943427840258202366,3.628056549954108423
225,0x14a4b7ed33d21ae9d9efa2d1fe1e1744d73eccf4,6.719292439393147021,2.971034011002632980,2.733428844243477318
226,0x26cb1dbad7349b57af814a22718d04d0fcdfbeb1,6.886073130616683358,3.044778547421174153,2.801275742732457719
227,0x63e0c99876c42f21d8a75e09e2704ce8c0d77b22,6.886073130616683358,3.044778547421174153,2.801275742732457719
228,0xdab22ef91115e1d9c2458025aea8223012f21c03,6.886073130616683358,3.044778547421174153,2.801275742732457719
229,0xe0697194bc33d95edd8dcb1206139b78ea6be188,6.886073130616683358,3.044778547421174153,2.801275742732457719
230,0x63ebc5fde3588cb9c72375f16867cd6c748c4390,6.886073130616683358,3.044778547421174153,2.801275742732457719
231,0xfd8ca56f9f6751272afaef36b514565b17e2eeaa,6.886073130616683358,3.044778547421174153,2.801275742732457719
232,0x9477f4ee18a3c67806e993c084f134d7c913d0e8,8.931185299682727674,3.949054982092820687,3.633233667329551775
233,0x4521fa3d82431e5ccfa44b9713bde64d5589a6a8,8.931185299682727674,3.949054982092820687,3.633233667329551775
234,0x525c624489edac03ecc6c0023aabce747d285c2b,8.931185299682727674,3.949054982092820687,3.633233667329551775
235,0x937fe30fefe2faea05516b4677ed712a23f10064,8.931185299682727674,3.949054982092820687,3.633233667329551775
236,0x709d6c7d043ed3ace7baea67343607d2ac1e74c5,6.197465817555015022,2.740300692679056738,2.521148168459211636
237,0xe41f694d5f93a4d634072ae1c4c50d78d6d38247,5.508858504493346686,2.435822837936939322,2.241020594185966441
238,0xb309ce318691c604d3d7c741581bcf7a61ae7618,5.508858504493346686,2.435822837936939322,2.241020594185966441
