account,glv,is_eligible_per_market,is_eligible_label,glv_eligible_for_claim,glv_eligible_for_claim_raw,share,Share in USD
0xca2d73e3b15cd376f38e526e5dcf04fe60855a67,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,908.3084168,9.08308E+20,0.0001274911156,$31.87277890
0xae3aa01a95d4c3cc7a10505cf158ed14bac9fbd1,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,905.0144727,905014472660242700000,0.0001270287742,$31.75719354
0x1fcff48dfa380c7e43c8fb508f027bd2c0bc4b04,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,902.6327248,902632724822785900000,0.0001266944695,$31.67361739
0xa611cb6409771c9c5c2949fedd722023e4961ce2,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred + claimable,898.5415996,8.98542E+20,0.000126120235,$31.53005874
0x25e925b286543467cd5a11e054b26449d2c86b09,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,897.9732184,897973218358291700000,0.0001260404564,$31.51011409
0xe27b856a61c6eb2765df9ed3db2786db362e6e3e,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,897.9116519,897911651919986700000,0.0001260318148,$31.50795371
0x14ba81271a712a81f2093bf1edf06cc2b23a8ab7,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,894.8397458,8.9484E+20,0.0001256006389,$31.40015972
0x8999198b1b129f868f6f0cb1ca7f9c0188ed4b7b,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,892.7996518,8.928E+20,0.0001253142892,$31.32857229
0x48b58f0317956e24253d8a4e9121b686ba559eed,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,892.2292688,892229268753683700000,0.0001252342296,$31.30855740
0xa40454153e77d41217f71cd077574b21ebe1cc79,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,892.0874776,892087477587871900000,0.0001252143277,$31.30358191
0x35eb9860cc25f683d2717508c7d5225a630b3eed,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,889.5400971,889540097100521300000,0.0001248567747,$31.21419367
0xd6686d3c83749cd20b441528f01ae516fceb74c3,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,888.4887317,888488731727802100000,0.0001247092039,$31.17730098
0x35a3bc47742875cdfc21b6386dad9dbc0e1b1a09,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,885.9607974,885960797401522500000,0.0001243543804,$31.08859511
0x668355ee107e47cc3185074c8a5054eeadb48822,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,885.2626542,885262654167547900000,0.0001242563883,$31.06409708
0x341b5cffb14b2e782f01617fa2072381b9ee18d3,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,883.4573337,8.83457E+20,0.0001240029917,$31.00074792
0xaadde8d40c28e10689083cc901553a3d26ef6a7d,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,883.2611882,883261188175462500000,0.0001239754605,$30.99386512
0x5a39707652197910b566085b73e73c4e3d12cb6a,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,881.3737811,881373781110256600000,0.0001237105421,$30.92763551
0x88f91bda415526c675e8f33b73469dccb3f782f0,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,880.2845214,880284521417026200000,0.0001235576524,$30.88941311
0xe751970824f3bcbf97e611e351c1136776be1ce9,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,880.1997833,880199783298547700000,0.0001235457585,$30.88643963
0x69d06da1e66b4e7703618dfd4a3cc92165b0a86a,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,875.6774512,8.75677E+20,0.0001229109993,$30.72774981
0x0795e54fe9afa333cb9b88471241ee5329262b3c,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,875.1877661,875187766127527900000,0.0001228422666,$30.71056664
0x2cea335b3afb62958a86632cadb5b5f6bcfbc3dc,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,872.8828019,872882801885140500000,0.0001225187394,$30.62968484
0x0df1cbd74b191aab67a0c4f1f3c2047eb251fe41,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,871.438165,871438165017970300000,0.0001223159686,$30.57899216
0xe091076479cab0556d4c3e330c117ad5e218ad61,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,870.6073723,8.70607E+20,0.0001221993577,$30.54983943
0x7939214cadacb4714be63ac59018ffdcf0eb658e,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,868.3112008,8.68311E+20,0.0001218770647,$30.46926617
0xa16fae0f65b0c24f08623d59aba947d3354a2bcf,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,867.0871934,867087193370476300000,0.0001217052617,$30.42631543
0x5f43cd11f9c147a2320fdd900ef35b68a0a39a12,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,866.7652837,866765283704262200000,0.0001216600781,$30.41501954
0xbc9ca9de26c7b31412d40ff0653c139d7cac862e,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,866.5109507,866510950713189500000,0.0001216243797,$30.40609493
0x7be80879167f3f8769bb68507b83792335e16aaa,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,866.3256882,866325688166345200000,0.0001215983761,$30.39959401
0xc80a5430d22e8f96b9fbf0d4d0925bc9e60daa1c,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,865.9152105,8.65915E+20,0.000121540761,$30.38519025
0x67f531da06919670ed690490fa7c52ff36d71c1d,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,865.8928637,865892863710290200000,0.0001215376244,$30.38440609
0xebeeff8ba256b10189a7fa04335076e84e4d587a,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,863.922778,863922777997900600000,0.0001212611011,$30.31527527
0x3fa0512bb907a9dc3463eaa18ba0e37a9e325652,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,858.8002919,858800291911081800000,0.0001205421036,$30.13552590
0x09d1d343a163e891b4c15128a39a2f4df714d370,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,858.4105915,8.58411E+20,0.0001204874048,$30.12185121
0x248b60de3871100f5577efad619214824cfed6af,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,856.9737689,856973768895721500000,0.0001202857309,$30.07143273
0x3b2c2af92b2a0e63da35ad3214a6ea918bd08d45,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,854.0465082,854046508241465100000,0.0001198748576,$29.96871439
0x88ff1efc9f1a5a24065ef06d1dedc6518dc2f482,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,853.9079529,853907952926007600000,0.0001198554098,$29.96385245
0xc267f999252caa0dc689238d6ef40b7997e08977,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,852.7015426,852701542632532600000,0.0001196860768,$29.92151920
0xb8a2cd76de3c15831842ff79124d2c80ba568970,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,852.5066882,852506688197133600000,0.0001196587268,$29.91468171
0x93c5635e84da69c008f9f263142f5c31df1207cc,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,850.590355,8.5059E+20,0.0001193897483,$29.84743708
0x37ac3914c66681f0f9eb8887a06cacc08970a49e,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,847.8127507,847812750657956900000,0.0001189998809,$29.74997022
0x2807cc96ca226b4f6bb47a81f67d1905d8c2a1e2,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,847.6725667,8.47673E+20,0.0001189802045,$29.74505112
0xc63410277c16ceec61af5064a05f61c3439507d7,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,843.6646309,843664630879753900000,0.0001184176465,$29.60441161
0x50db1a5ad166eadaa3adc6f0a6c80dd868b59bda,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,840.8409356,840840935600831700000,0.0001180213096,$29.50532741
0x52eb4bd04dea22dc589cc973a96d9e1f9e423c12,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,840.3827228,8.40383E+20,0.0001179569944,$29.48924860
0xc3173a517e5956fd21c46fc58703b80a0e582a83,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,839.636168,839636167959339500000,0.0001178522072,$29.46305180
0x7f677cff258702ddb349d227e46991d5a3277b4d,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,837.4132025,8.37413E+20,0.0001175401895,$29.38504736
0x523e2ce4851b9b352e149fcfadc5195dc1511c87,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,833.0148768,8.33015E+20,0.0001169228359,$29.23070897
0xc0d79c74d1a84e5f6ede7f006d947c11fa65b2a4,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,831.9693873,831969387306452900000,0.0001167760899,$29.19402247
0xa302d8e3b1b131c72e861db3f2fe16dc4825ebc4,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,830.0061513,830006151291772300000,0.000116500528,$29.12513201
0x22a6d12b6d500d173a1c74f61ade047d05d8fac6,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,829.1524968,829152496810915400000,0.0001163807082,$29.09517705
0x43df71b4e76e51a5ac6e20393d36d5ab47cf1d70,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,828.5519872,828551987229169200000,0.00011629642,$29.07410501
0x56eee4df1cc3491611817ed383250bf0ed678ce6,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,827.9431367,827943136745989100000,0.0001162109612,$29.05274029
0x1591560fc90459467edc2319adaa8438bc13a306,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,823.4145558,823414555767989900000,0.0001155753248,$28.89383120
0xc0dfc27d8b1ae17e93e39cbb1c066e0d35a36be8,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,822.945208,822945207987330600000,0.0001155094467,$28.87736167
0xaba25236464164f44f971fd1ad5c8f66f0284ce5,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,821.1157077,821115707692801200000,0.0001152526561,$28.81316403
0x873a960531093ce3c95ba21efcadfff53a307f30,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,820.9473207,820947320670622300000,0.0001152290211,$28.80725528
0x784909d25689bf5886cd7d01f3ab6443491b8844,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,819.5967293,819596729263286600000,0.0001150394507,$28.75986268
0xa13088c7f967b4e90ac85af134bc366a2ec2a55a,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,819.0226397,819022639671086800000,0.0001149588709,$28.73971772
0x84b22ecb749d7386bfc07b9eccfafdbe03c0ca8e,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,818.5788224,8.18579E+20,0.0001148965762,$28.72414406
0x3b80dada168252190dbd95eaef5c0ff312df3591,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,816.0935785,816093578470550500000,0.0001145477448,$28.63693620
0x8b8dfb763c9986a8f668ceb8249b48c09cbeb2c0,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,814.9183709,814918370889106500000,0.0001143827915,$28.59569786
0xc43983d7e7860375ad6be0798b1bd3f5e80d25ac,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,814.6718262,814671826155624100000,0.0001143481862,$28.58704654
0x2cd9c7768c5a6646e907307560c3ea7a59ce042e,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,813.7848476,8.13785E+20,0.0001142236889,$28.55592224
0x9e0c26ad3e1b0b420ed33c7222c91212d8b4584a,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,813.5833552,813583355189815400000,0.0001141954073,$28.54885181
0x5810f10832332dc0cf001fcacaa01e296c4b1536,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,813.5590735,813559073529382300000,0.0001141919991,$28.54799976
0x90a20abd4d4c99503e3e9b30ecf03ffdec8daf4b,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,813.5554987,813555498676455700000,0.0001141914973,$28.54787432
0x5cfb72603775e64a3444271af03d7cbb455a4673,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,813.5015391,813501539137112600000,0.0001141839235,$28.54598087
0x5340eb4dc06868acf25e3b3baceba9850dfc68a0,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed and transferred partially,813.4913023,813491302319043100000,0.0001141824866,$28.54562166
0x0145be32ccb0e019468fe02cda9cf2f7fcb2d9db,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,813.4906691,813490669137276600000,0.0001141823977,$28.54559944
0x9a657c72d6e7f014df2e0d84a37259ee4a012d62,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,811.5865835,811586583495714800000,0.0001139151383,$28.47878458
0x01df7176b3a77559d18c841072913761224d831e,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,809.6763236,809676323602539600000,0.0001136470122,$28.41175306
0xa5cc36e9c7d98682ad73a7281a50a7f57f029aee,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,807.5734984,807573498354685200000,0.0001133518575,$28.33796437
0x66733edd84f2efab19da4fbec22be9c2079790b9,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,805.9134548,805913454838201800000,0.0001131188521,$28.27971301
0x60a3d336c39e8fac40647142d3068780b4bc4c93,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,805.6884306,805688430628388900000,0.0001130872674,$28.27181686
0x39253c7996894b72e635738754edd39061d2a7ab,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,800.6250728,800625072830961700000,0.0001123765692,$28.09414231
0xcd4ddd2ebbb0c0e07ebe505c6ac9024f6527050e,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,789.3507063,789350706263743100000,0.0001107940874,$27.69852185
0x10c16efe01e6d6100bab9cf1ceb27367d0a1fa89,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,788.9032018,788903201760778900000,0.0001107312752,$27.68281880
0xf08f59b44c8bff72ea4cae15be3377791aadc342,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,787.4530287,787453028669800700000,0.0001105277274,$27.63193185
0x54008ab19ae9d2ab8b3751b3be11bb562af1a578,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,786.1944772,786194477156610600000,0.0001103510758,$27.58776895
0x83b335ae1a8f0b8dae5fb51a712fdc4e044d7963,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,785.0970115,785097011526028400000,0.0001101970344,$27.54925860
0x140002a1fb8a0d12392410d91b6c65d20c8f7b8f,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,783.9140976,783914097623332200000,0.0001100309994,$27.50774984
0x36dd9e834ebcf94efda21b142577636b62d4770e,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,778.8496695,778849669452650600000,0.0001093201509,$27.33003774
0xf9ed3f7f19cddccbe0e717fd96f177fef72c9c7c,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,773.2671126,773267112579949900000,0.0001085365774,$27.13414436
0x79cb7a79cde6da7482f583098ab9e91e030dc6cb,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,772.8161356,772816135552393700000,0.0001084732778,$27.11831946
0xf8437e55dcbe2adb5c2cb7c43a09dff3e5dd6911,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,769.7223619,769722361862424600000,0.0001080390325,$27.00975814
0x9be77734eef5f858af5732e2432959dc4b68b4aa,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,767.4186476,767418647598528600000,0.0001077156808,$26.92892020
0xf0dee0f3af8c700256f09a35a6424ae3011ec8dd,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,765.930259,7.6593E+20,0.000107506769,$26.87669226
0x8b002f4d755c76099cf82f54b9b44fb2743155d4,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,765.5465323,765546532310511300000,0.0001074529088,$26.86322719
0xd29ea96b4ee96427d2688f68563353556d0e093d,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,760.4726722,760472672182280400000,0.0001067407365,$26.68518412
0xa0151658cda80298697573fad23ab89b747ac3bb,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,759.8469219,759846921875890200000,0.0001066529055,$26.66322638
0x7a786c07c81f918d71a46fe0dbff607859804bbe,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,759.7726486,759772648558666300000,0.0001066424804,$26.66062010
0x79dbc126bcab550348d8543a63aeb1438ac09df1,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,759.7350105,759735010452264300000,0.0001066371975,$26.65929937
0x9bb5be0f05ad438d87fa613c811a65a83c76f553,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,758.8129829,758812982918079600000,0.0001065077808,$26.62694519
0xbfde1f1fb6ccb71f4f7678747c3c27ba29b3147b,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,756.8796924,756879692366004100000,0.0001062364221,$26.55910552
0x1024f09cc1e21f6964d70deb40af366b83b6eab7,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,755.9896296,755989629606333500000,0.0001061114919,$26.52787298
0xbef94712010c358f78b6159bba2ecc052547f588,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,755.7911682,755791168221756400000,0.0001060836357,$26.52090892
0x565d9d7b0ecf9b6cc0d6857def2434df30bce40d,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,754.4867157,754486715720885100000,0.0001059005414,$26.47513535
0x8253569da40c19350ec3067b4f882658bb403c81,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,747.8971927,7.47897E+20,0.0001049756291,$26.24390727
0xbd76b802b97f2ac8d9aadfcfc2345f02e7df4caf,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,746.083583,746083582993952500000,0.0001047210689,$26.18026723
0x80447fcdd85e3bd6c8af4302ecc17a18a9f3040d,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,744.2117996,744211799630090300000,0.0001044583435,$26.11458586
0xe4cb3d54c6224b05183f02dd17bf93a041620691,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,743.3024519,743302451851882400000,0.0001043307065,$26.08267661
0xf318a2f77816c166181597e53ec95773c7d70262,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,740.0775731,740077573057630300000,0.0001038780591,$25.96951478
0xbe70bdb132d5d30fbc1664efa8dcbf0c300ce13c,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,738.4249677,738424967700339900000,0.0001036460977,$25.91152442
0xac2cf6e70d93eb0cfec63f5a731959ae59239a78,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,737.8654016,737865401595329400000,0.0001035675564,$25.89188910
0xb605241f151307a5908b6406b66bf9486c63f9ec,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,737.2590211,737259021077152800000,0.0001034824442,$25.87061105
0xd3f6f885e0e66c7efadf8a312a929527a03ea9e0,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,735.9471587,735947158744544300000,0.0001032983099,$25.82457746
0x91271375ae26099e4b1c89ff3892a1915edf581a,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,735.7298176,7.3573E+20,0.0001032678036,$25.81695091
0x177e09530ce4090c95bb67d61f3902fe4b1b02e1,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,735.0806009,735080600867111300000,0.0001031766789,$25.79416972
0x93dcb826190ccd488ec4b5ddc7f94c30dcb56b2c,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,733.1643775,733164377475409600000,0.0001029077158,$25.72692894
0xae75d41ed432b9b79b373bc619edb48c95e92b22,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,732.0630763,732063076279141100000,0.000102753136,$25.68828400
0xbdb21e816e455e1642dbe8cef6668a62e180657b,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,729.155837,729155836986220700000,0.0001023450729,$25.58626821
0x560dcb016e60aba833a5b4f8f1f379518d357f79,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,726.1230962,7.26123E+20,0.0001019193942,$25.47984855
0xdf7d8f57d807d01d67661abc5ae07c2a067676a3,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,725.7849806,725784980588678500000,0.0001018719359,$25.46798398
0x82695396778e9f5e7243ab9cd5d9d7c340c8f898,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,722.6678924,722667892383751600000,0.0001014344182,$25.35860455
0xe3e1cff6ef4cc878a6bdd2a735e941e69d497839,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,722.6252221,722625222148026300000,0.000101428429,$25.35710724
0x97e51dbcd71a7389a358bebf801a154d0e21ba9b,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,720.3322359,720332235908882900000,0.000101106583,$25.27664575
0x92706ff43e80219a071448ccbc5b8058a6d089fe,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,719.863069,719863069011026400000,0.0001010407303,$25.26018257
0x0571c3a58642fec3a12006da9f5d7f676641e0b0,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,718.2415939,718241593921569800000,0.0001008131383,$25.20328458
0x2324aa87a9762aee1fff6f0e0069714d59ce4815,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,718.1795463,718179546296225400000,0.0001008044293,$25.20110731
0x93c02499e67b4eba4650eea1d0a467733377fb60,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,717.7095148,717709514812429200000,0.0001007384551,$25.18461379
0xe87743ae9ce1311a0997bdd5cd8f0e4533c60062,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,717.3403795,717340379517006800000,0.0001006866429,$25.17166073
0x1574a47822dc67d7ffd5e9de7b9fa85dbe98ac5f,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,717.234516,717234515980979800000,0.0001006717838,$25.16794595
0x4eb18af61ba410e876e86c1a5b750f4fca3d7cba,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,716.2924594,716292459435952400000,0.0001005395558,$25.13488895
0xdd23689d78cceced1a709831eecf1a05ca5f469c,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,716.0416586,7.16042E+20,0.0001005043531,$25.12608828
0x94b68da067d8ced6f41751f334088442d4d7e184,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,716.0006977,716000697665350800000,0.0001004986038,$25.12465095
0xd3067ea0d20a565e6d9d639a8c911b20c84e7c92,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,713.1019228,713101922766155200000,0.0001000917287,$25.02293218
0x10370622a708cff2e034d9d5efa095b354c6d0e8,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,709.2350428,709235042795308300000,0.00009954896943,$24.88724236
0xfcd583032ea33dc012653e9a507ab99a74988aec,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,708.8747594,708874759443469800000,0.00009949839968,$24.87459992
0x4b88e3812c1c2d14e31ea1c214e4942be871b5c0,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,702.5682227,702568222700554600000,0.00009861320762,$24.65330190
0x9e3d664153e5347c1d07d00a64485c6579570d30,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,702.4229046,702422904597460500000,0.00009859281062,$24.64820265
0x9fd757fbce17b1a40e9ba052ff10d06f8ede22fc,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,700.9705485,700970548489232400000,0.0000983889564,$24.59723910
0xa7abef772f118671390a557f1fcdfca4cf0a52ab,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,claimed but not transferred,698.8047226,698804722626728700000,0.00009808495882,$24.52123971
0xca9c77b6c359eaf30dbe28821504c600621aea20,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,697.852896,697852896017618200000,0.00009795135945,$24.48783986
0x389aea8b3da530e16353ef270087c5dabd59ace0,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,694.7731464,6.94773E+20,0.00009751908259,$24.37977065
0xfaa779cc3d28caa7a65ea57e172c19c2e60bb8d5,0xdf03eed325b82bc1d4db8b49c30ecc9e05104b96,TRUE,not claimed yet,692.2765604,692276560448450600000,0.00009716865918,$24.29216480
