recipient,amount
0x2b49809813Bb676819F7c8011B0db971cdA57E7b,0.10
0x28f17BD6BA2dfA8308f7fD03BA3fb656Ae57d540,0.12
0x5688D6bf4e6b49b83f017AAF4F76224B0CbcA41b,0.40
0xda4eb63A43df7C78DAf0Bad6ddDb780A8e1C3A23,0.42
0xA951d4Fce3E6ee209C855421aeC8A37Af33b8C07,0.48
0x661aB60b9c4637ADdC475F65de417c478da11A26,0.61
0x1E1a4e777e08c368e2b21B34999c8d0187EBa2F7,1.27
0x69bb873b8AF3D117dC61DCE5F91De7ADFa5B60C0,1.98
0x1a4b7919932B1bfB01C57B9E7F4489df3C0A073F,1.99
0x61FD43bBD5F9B2CA8FD7f326d659D66fC80bAFD3,2.08
0xb919caB8962c5e6d8CC0483661819a44a8FF98e6,2.33
0xF7c1E17E2e98f69a5e7E2B7fd5332360FffC7699,2.62
0x7bA3c3BFC0F95cc5eF4Aa0B58b51F6eEcc24ce45,3.15
0x415Bf3351a89C6170Dd4363D6885500dA5194bff,3.23
0xd6569809f2F05BeEeDA51FD7f01b3489EF759975,3.69
0x26Cb1DBAd7349B57af814A22718D04d0fCdfbeB1,3.88
0xAeb055eDd6B843aff4843AF84C687Ab25c9cC885,3.92
0x7676b134E88bACB4e0C6c9b34d80C94c77E89232,4.81
0x83bACd979A331a97d65fE5bf3fD1373F5c27B372,5.09
0x97c53A310a94bad23877e950b9Ec26C1c7D19F4b,5.10
0x95c14C058Aaffda687780eB60Ef8658EF1166578,5.30
0x3462e50CF7E5d8C5FAe4570cd3891F032b48bde8,5.70
0x96322357C2633dbA5EB947Db0306658B5633aC04,6.36
0x5C36CCB22C99fddD675DCfa2981Ed42fD84D778a,7.63
0xbA8D35B178C8CB9F1f29D86c94B5fD8aa5EFf462,7.65
0x0bCb98735BCAaB1b2e49da7152d59B16015b83E5,7.80
0xF55ec984218afF3648E5176FAbB03F7Dbc6C4696,15.31
0x54186eB3B023bc8c110Bab9Cab7993E363Aa051e,16.54
0xd3DdC8461663e8eC49A4d6bcF54C70734167dB1C,16.56
0x402904E954aebEE2E78b7B09595393cf05571333,19.12
0xCef13dAa45cA6CA8B1af80E20280c7E5f6016B3c,20.40
0x81Fe712bACD1a1f06601946469AD1ab631abeA04,21.69
0xb4E841eeA72e02241143BE24e1a3A18B6Af67675,23.49
0x17ae2F9eb1Bb329C0f0B56187f76e9400DDCf172,24.05
0x5C5082eE760e4F4e6dA47bee7311137B593c077b,28.17
0xc1272aa47B2B0fBFCA527Da221F02c7b274A02e8,34.12
0xfD6EE60FD62Ff8D36EDdB1Fa5D7Fc75480057672,44.64
0x9d6DfA973D4D6C52ab52Ec08C9CcC398E79aAD37,48.36
0x42bCc5c5594ba438185a54204048D16e59E73a62,56.17
0xbfb496ACb99299e9eCE84B3FD1B3fDd0f6CDDf49,62.96
0x7f5ae40d25260757C32C053880A5E3D4DB4f3481,64.00
0x4AC8b9390D9a07F3e7b53d3aB3dE8bAb5d1C81D8,76.43
0xE6BF40e81038050D76D658281ed6BCdF752D23BB,89.48
0x838C80B3Fe376B4043781507D76f57C6DB0D7D19,96.41
0xd6ffc26607A60A0c5383533fd53F7C47c26D62D4,101.98
0xE0075cB3A1a45c3061cd636f9F69cb7c223823C9,104.98
0xC9C0c7E9d6423A61a82a872B2496F685212e0a56,153.39
0x7d41be7B63db524A57A59E2c8565cfF78e9CA5a8,328.13
0xFF0B6Ffc4507812f5380062d91a79E464508BdE1,464.92
0x6760Ff558c1db2231EB2Cf1D16de05B01231193E,5008.45
