rn,distribution_share,sum_distribution_share,running_approximate_distribution_usd,sum_approximate_distribution_usd,distribution_token,receiver_type,account,balance_before_event,pool_share,approximate_distribution_usd,is_contract,contract_name,has_redeemed,redemption_usd,redemption_bonus_usd,approximate_distribution_before_redemption_bonus_usd
972,0.0000015593779965526764,1.0000000000000009,3371498.479177198,3373254.04556872,GLV,CONTRACT,0xfea5cef7f1a7768186428ee22459ad46a8d8ae07,3.9522229950722103,1.2226606188649214e-7,5.260178135442161,true,,false,,,5.260178135442161
973,0.0000015587692031879469,1.0000000000000009,3371503.7373017184,3373254.04556872,GLV,CONTRACT,0xc8a69dd7ba67dd43154acace470341aa1b46e5db,3.9506800163071825,1.2221832825976874e-7,5.258124520761672,true,,false,,,5.258124520761672
974,0.0000015586053765192827,1.0000000000000009,3371508.9948736103,3373254.04556872,GLV,CONTRACT,0x02c9fb1aa176fa13e4457fd720dd98939060f5cd,3.9502647997730698,1.222054831114764e-7,5.257571891788828,true,,false,,,5.257571891788828
975,0.0000015569757557043129,1.0000000000000009,3371514.246948377,3373254.04556872,GLV,CONTRACT,0x79543bedaabc4fafdbaec404b7792893327051a8,3.9461345472798257,1.2207770952492132e-7,5.2520747667819885,true,,false,,,5.2520747667819885
976,0.0000015555844822435296,1.0000000000000009,3371519.4943300253,3373254.04556872,GLV,CONTRACT,0x0d7dab0c4e7e3e36370df58947e7aa1915eeb59b,3.9426083830167045,1.2196862402581e-7,5.247381647951909,true,,false,,,5.247381647951909
977,0.000001553887704289818,1.0000000000000009,3371524.73598801,3373254.04556872,GLV,CONTRACT,0xe4ac0a66e1a15dfe04858df08a3d176aeff4d780,3.9383079216397867,1.2183558485329713e-7,5.241657984855119,true,,false,,,5.241657984855119
978,0.000001553818377044839,1.0000000000000009,3371529.9774121367,3373254.04556872,GLV,CONTRACT,0x23265a920f0107b8d7406345382ab7d4c1e17fd3,3.9381322126504354,1.2183014911594305e-7,5.241424126445526,true,,false,,,5.241424126445526
979,0.0000015531152853806258,1.0000000000000009,3371535.2164645563,3373254.04556872,GLV,CONTRACT,0xd2edcdffb1a84269a995eef14442ad936aa45427,3.9363502360872866,1.2177502184781522e-7,5.239052419644813,true,,false,,,5.239052419644813
980,0.0000015510028546049203,1.0000000000000009,3371540.4483912103,3373254.04556872,GLV,CONTRACT,0xcfb47f2ae59c96ca5fa5a37fd22580a923d06a9a,3.930996308107221,1.2160939260812842e-7,5.23192665398468,true,,false,,,5.23192665398468
981,0.0000015504119099485764,1.0000000000000009,3371545.6783244577,3373254.04556872,GLV,CONTRACT,0x1a63bc2514abb8ff5c9b6771cdd9ca63e267ea83,3.9294985666585274,1.2156305844406829e-7,5.229933247531961,true,,false,,,5.229933247531961
982,0.0000015438488637218828,1.0000000000000009,3371550.886118883,3373254.04556872,GLV,CONTRACT,0x33e41b1de3cf931042b0546cdb39e88d9a35f412,3.912864612433059,1.2104847005184344e-7,5.2077944252965125,true,,false,,,5.2077944252965125
983,0.000001542851355192349,1.0000000000000009,3371556.0905484585,3373254.04556872,GLV,CONTRACT,0xe41361c90c78b853a3240e4aa8401c777e3843b9,3.91033644020226,1.2097025845730135e-7,5.204429575613774,true,,false,,,5.204429575613774
984,0.0000015414400730207353,1.0000000000000009,3371561.290217421,3373254.04556872,GLV,CONTRACT,0x44698f2421745fbf34bc4fe409adeb63e826fb10,3.9067595641250557,1.2085960413633792e-7,5.199668962318938,true,,false,,,5.199668962318938
985,0.0000015406943018842945,1.0000000000000009,3371566.487370708,3373254.04556872,GLV,CONTRACT,0x0b1bcff5ad35d88050260c651eb32afc8fd712f5,3.9048694170016387,1.2080113050125853e-7,5.197153286815871,true,,false,,,5.197153286815871
986,0.0000015363900536493336,1.0000000000000009,3371571.670004672,3373254.04556872,GLV,CONTRACT,0x86218c62817c104f3ea9e34ea2ad4fb2dba6b4bf,3.8939603565375838,1.2046364755470295e-7,5.182633964044157,true,,false,,,5.182633964044157
987,0.000001535610965893621,1.0000000000000009,3371576.850010575,3373254.04556872,GLV,CONTRACT,0x6f090fb8f0eb97a48d67ce1f4cbc55f541dc5072,3.8919857688814066,1.204025616653512e-7,5.180005903120347,true,,false,,,5.180005903120347
988,0.0000015344689599440547,1.0000000000000009,3371582.0261642016,3373254.04556872,GLV,CONTRACT,0xe39d06baa6a3ef88ecf04b5f4e0f72b9708cc0bc,3.889091369842583,1.2031302046981484e-7,5.176153626930908,true,,false,,,5.176153626930908
989,0.0000015298581920485688,1.0000000000000009,3371587.186764537,3373254.04556872,GLV,CONTRACT,0x19e698ecda8dfa5b0782c48fa2452e66064430d7,3.8774054393358264,1.199515042536697e-7,5.160600335474283,true,,false,,,5.160600335474283
990,0.0000015272202506560346,1.0000000000000009,3371592.338466426,3373254.04556872,GLV,CONTRACT,0xe0f1f31b31c9d3a1bc828831edc71b60f4ebea30,3.870719611618445,1.1974467133293749e-7,5.151701888999943,true,,false,,,5.151701888999943
991,0.0000015261730785673531,1.0000000000000009,3371597.4866359374,3373254.04556872,GLV,CONTRACT,0x62130b78a62c433ac8b74c4c67a8c0b260389ea4,3.8680655677510614,1.196625657705379e-7,5.148169511515392,true,,false,,,5.148169511515392
992,0.0000015259952718660365,1.0000000000000009,3371602.6342056617,3373254.04556872,GLV,CONTRACT,0x46d5be85b3a1b40bf13d421a529174aeadf241ae,3.867614919008309,1.1964862449062046e-7,5.147569724340847,true,,false,,,5.147569724340847
993,0.0000015257379482032444,1.0000000000000009,3371607.780907368,3373254.04556872,GLV,CONTRACT,0x930f078717a9660518361ff44a648107d2c552f9,3.866962735573945,1.1962844852882713e-7,5.146701706254312,true,,false,,,5.146701706254312
994,0.0000015256391928139207,1.0000000000000009,3371612.927275947,3373254.04556872,GLV,CONTRACT,0x45d8bd54de2e5f02d076e882e614db6c09db521b,3.866712441340324,1.1962070542063312e-7,5.1463685792377545,true,,false,,,5.1463685792377545
995,0.000001523542142402496,1.0000000000000009,3371618.0665706424,3373254.04556872,GLV,CONTRACT,0xf2a1bd31699b08d582d0acd1e4c2159d9ca20a0e,3.8613974946909666,1.1945628210829372e-7,5.139294695453654,true,,false,,,5.139294695453654
996,0.000001522541786432435,1.0000000000000009,3371623.202490883,3373254.04556872,GLV,CONTRACT,0x89d9fb9a9fc77d398aaf40bb3cd5cb6e26834a97,3.858862105659653,1.1937784725464415e-7,5.135920240630638,true,,false,,,5.135920240630638
997,0.000001521541430462374,1.0000000000000009,3371628.335036669,3373254.04556872,GLV,CONTRACT,0x0c038f4015a1dc99d7b5ff553bea7f53f1b07570,3.8563267166283386,1.1929941240099456e-7,5.13254578580762,true,,false,,,5.13254578580762
998,0.0000015210108347421299,1.0000000000000009,3371633.4657926206,3373254.04556872,GLV,CONTRACT,0x9ca2b7cbc9da42e73e98f7c1f73ca0244ae9113e,3.8549819287633875,1.1925781001253486e-7,5.130755951647745,true,,false,,,5.130755951647745
999,0.0000015197554671117215,1.0000000000000009,3371638.5923138983,3373254.04556872,GLV,CONTRACT,0xdd3b06dae1b9c95b42af360896834dc86ae6fdf1,3.8518002160374554,1.1915938047413613e-7,5.126521277709794,true,,false,,,5.126521277709794
1000,0.0000015197132965199035,1.0000000000000009,3371643.718692924,3373254.04556872,GLV,CONTRACT,0xd275dd93a471b6f1d655dddc9450c37323c5067a,3.851693335227885,1.1915607400694191e-7,5.1263790255903405,true,,false,,,5.1263790255903405
1001,0.0000015195674788851473,1.0000000000000009,3371648.8445800696,3373254.04556872,GLV,CONTRACT,0x7a5bedc5968209104a9fb89dc4cf1447b807d0fc,3.8513237623530303,1.1914464089194691e-7,5.125887145663984,true,,false,,,5.125887145663984
1002,0.0000015190936033526367,1.0000000000000009,3371653.968868713,3373254.04556872,GLV,CONTRACT,0x63335ac640292c4d6cc42160833e4d826b366d56,3.850122731056878,1.1910748576002089e-7,5.124288643106846,true,,false,,,5.124288643106846
1003,0.0000015181266060126658,1.0000000000000009,3371659.089895428,3373254.04556872,GLV,CONTRACT,0xdbba415df430b6b0d34d184dc2564ff944e07996,3.8476718890341903,1.1903166645458353e-7,5.121026715417735,true,,false,,,5.121026715417735
1004,0.0000015168849051170337,1.0000000000000009,3371664.206733571,3373254.04556872,GLV,CONTRACT,0x1cf843a8e0a16f67137af558f15f9cbfc846a6a6,3.8445248144675563,1.189343084830811e-7,5.116838142848158,true,,false,,,5.116838142848158
1005,0.0000015165958292169506,1.0000000000000009,3371669.3225965872,3373254.04556872,GLV,CONTRACT,0xcad9bd352a3af1c436e27111459a593f9c7f217a,3.8437921554059593,1.189116429254244e-7,5.115863016398726,true,,false,,,5.115863016398726
1006,0.0000015163121070893088,1.0000000000000009,3371674.437502537,3373254.04556872,GLV,CONTRACT,0x25f0b274d3ab10ab50c73453e80579ea30838bc8,3.843073065410105,1.1888939714069903e-7,5.114905949583841,true,,false,,,5.114905949583841
1007,0.0000015145720454873463,1.0000000000000009,3371679.5465388168,3373254.04556872,GLV,CONTRACT,0xe94dce7373b393fc3ad712fde9a1d11d58c91496,3.8386629021967456,1.1875296422963949e-7,5.1090362797454825,true,,false,,,5.1090362797454825
1008,0.000001513861253005651,1.0000000000000009,3371684.6531774127,3373254.04556872,GLV,CONTRACT,0x37000315c458bd8cc84a6f744ba0836b5e20efc2,3.836861408013109,1.1869723316395334e-7,5.106638596131043,true,,false,,,5.106638596131043
1009,0.0000015137790334386312,1.0000000000000009,3371689.759538661,3373254.04556872,GLV,CONTRACT,0x1a222a0a9c44c2511a82b230693b23f6abf3fccb,3.836653023603338,1.1869078657903823e-7,5.106361248643969,true,,false,,,5.106361248643969
1010,0.0000015127959133289497,1.0000000000000009,3371694.862583596,3373254.04556872,GLV,CONTRACT,0xe19545362cfe8b9ab20e3d79fd1e576b35b25dd3,3.8341613186331576,1.1861370313651314e-7,5.103044934756706,true,,false,,,5.103044934756706
1011,0.0000015127959133289148,1.0000000000000009,3371699.9656285304,3373254.04556872,GLV,CONTRACT,0xeb702e450487df650a748fb4878c8d7dc6cd4a1d,3.834161318633069,1.186137031365104e-7,5.103044934756588,true,,false,,,5.103044934756588
1012,0.0000015126893194087102,1.0000000000000009,3371705.0683138967,3373254.04556872,GLV,CONTRACT,0x3ed38abfc6597223599199c8d855e8e6366efd32,3.8338911577461654,1.1860534543307143e-7,5.1026853663840255,true,,false,,,5.1026853663840255
1013,0.0000015120913918023603,1.0000000000000009,3371710.1689823014,3373254.04556872,GLV,CONTRACT,0x0b8daae52386fdaf17d197007a5ae1746f25c35e,3.832375718102648,1.1855846375724733e-7,5.100668404666949,true,,false,,,5.100668404666949
1014,0.0000015108547392910668,1.0000000000000009,3371715.265479163,3373254.04556872,GLV,CONTRACT,0x203a9418d62a917585da0b62d81397f4ffc4b9e2,3.8292414385996327,1.1846150161412862e-7,5.096496861580265,true,,false,,,5.096496861580265
1015,0.000001510194748593165,1.0000000000000009,3371720.359749708,3373254.04556872,GLV,CONTRACT,0xe1f2c5f31c66f6e5f4abc0b04d131dd0bfd6627a,3.827568700867955,1.1840975376101503e-7,5.09427054528853,true,,false,,,5.09427054528853
1016,0.0000015099659008645878,1.0000000000000009,3371725.4532482917,3373254.04556872,GLV,CONTRACT,0xbe9af2c83961f8e1c452cad5cce5b120fe105b27,3.826988689313828,1.1839181051017614e-7,5.093498583762288,true,,false,,,5.093498583762288
1017,0.000001509925335004662,1.0000000000000009,3371730.5466100364,3373254.04556872,GLV,CONTRACT,0x03b59e218c753e5823fcb2487222f9ae53f7855a,3.826885875676102,1.1838862986510408e-7,5.0933617448111805,true,,false,,,5.0933617448111805
1018,0.0000015098600198479548,1.0000000000000009,3371735.6397514567,3373254.04556872,GLV,CONTRACT,0xb6d06aa709d430c35d4b4c4419a3bbaeb27557f9,3.8267203352716366,1.1838350870332695e-7,5.0931414201945815,true,,false,,,5.0931414201945815
1019,0.0000015095332368005291,1.0000000000000009,3371740.7317905547,3373254.04556872,GLV,CONTRACT,0x2a892a2a00d5ca8f7b37bd7627c81dda8d47ed02,3.8258921079417068,1.1835788664351313e-7,5.092039097957829,true,,false,,,5.092039097957829
1020,0.0000015090872977152292,1.0000000000000009,3371745.822325387,3373254.04556872,GLV,CONTRACT,0x3fe629ef37bb258cc5e3b8b9c89210c40157185b,3.8247618812030844,1.183229219230147e-7,5.0905348321342645,true,,false,,,5.0905348321342645
1021,0.0000015079303177413376,1.0000000000000009,3371750.908957432,3373254.04556872,GLV,CONTRACT,0x6d78378084c0a1d6b7425d4c29b576145d50b5c7,3.8218295306968173,1.182322066600047e-7,5.086632044756692,true,,false,,,5.086632044756692
1022,0.0000015073124240474172,1.0000000000000009,3371755.9935051645,3373254.04556872,GLV,CONTRACT,0x4c96622986e7d0f0cc00d98909066610c2b47d74,3.8202634872673085,1.1818375950428803e-7,5.084547732353944,true,,false,,,5.084547732353944
1023,0.000001506641420845625,1.0000000000000009,3371761.0757894325,3373254.04556872,GLV,CONTRACT,0x0375fb874ca69eccb06a560e5fe529cd23d7d117,3.8185628384895565,1.1813114819440823e-7,5.082284268088909,true,,false,,,5.082284268088909
1024,0.000001505075413150041,1.0000000000000009,3371766.1527911588,3373254.04556872,GLV,CONTRACT,0x0c7b09a995a583f5a39925aa2a58d5b9f62cc3be,3.814593812609603,1.1800836231808685e-7,5.077001726294388,true,,false,,,5.077001726294388
1025,0.0000015049177430532524,1.0000000000000009,3371771.229261024,3373254.04556872,GLV,CONTRACT,0xe68e9d52c56669c4fce93a9b4d4b63d92eaf5628,3.8141941998258266,1.1799599988777541e-7,5.076469865002531,true,,false,,,5.076469865002531
1026,0.0000015035093633326322,1.0000000000000009,3371776.3009800664,3373254.04556872,GLV,CONTRACT,0x256fb7bd710abb96f148e9d2787459e3b7a3f02c,3.81062467997244,1.1788557313912196e-7,5.071719042412252,true,,false,,,5.071719042412252
1027,0.0000015013617359960967,1.0000000000000009,3371781.365454616,3373254.04556872,GLV,CONTRACT,0x86f650c97c8fe17e65a8a180ca528f6210fa736d,3.8051815467724937,1.1771718424469195e-7,5.064474549810909,true,,false,,,5.064474549810909
1028,0.0000015011097046198585,1.0000000000000009,3371786.429079,3373254.04556872,GLV,CONTRACT,0xace9e6501587e283dde7783782583ca405d1385e,3.804542776568701,1.1769742323490947e-7,5.063624383951404,true,,false,,,5.063624383951404
1029,0.0000015001649028223104,1.0000000000000009,3371791.489516327,3373254.04556872,GLV,CONTRACT,0x9b95812f92d39486aaef79fd9384e76bf74a8c27,3.802148188855966,1.1762334421410448e-7,5.060437327465564,true,,false,,,5.060437327465564
1030,0.0000015001045967802634,1.0000000000000009,3371796.549750227,3373254.04556872,GLV,CONTRACT,0x6279f5e2a096d48379c05abff5eb84b2837b2503,3.8019953439866354,1.176186158016956e-7,5.060233899865257,true,,false,,,5.060233899865257
1031,0.0000014991494569342833,1.0000000000000009,3371801.6067621973,3373254.04556872,GLV,CONTRACT,0x90808e72c6a4213ad8ad54bd37f3dfbbad29b697,3.7995745546263016,1.1754372620611514e-7,5.05701197051572,true,,false,,,5.05701197051572
1032,0.0000014991154366395237,1.0000000000000009,3371806.6636594087,3373254.04556872,GLV,CONTRACT,0x7a1a46afad50b0ee72a411f5c94d96f58c2c1251,3.799488330637285,1.1754105877879882e-7,5.056897211418791,true,,false,,,5.056897211418791
1033,0.0000014986114206625785,1.0000000000000009,3371811.718856446,3373254.04556872,GLV,CONTRACT,0xad37211e0c2b63d27e80a65fe4a24a6007e6341f,3.798210908781667,1.1750154042676027e-7,5.05519703748553,true,,false,,,5.05519703748553
1034,0.0000014982269589411439,1.0000000000000009,3371816.7727565966,3373254.04556872,GLV,CONTRACT,0x137956c857c8b0677c86483796edb42ab89fbdc7,3.7972364956120965,1.174713959584339e-7,5.053900150428334,true,,false,,,5.053900150428334
1035,0.0000014981996802400212,1.0000000000000009,3371821.826564729,3373254.04556872,GLV,CONTRACT,0xf81faf483c7ca32f251a4ebd403abed2a5016169,3.797167358103365,1.1746925711886645e-7,5.053808132439414,true,,false,,,5.053808132439414
1036,0.0000014975148124433976,1.0000000000000009,3371826.8780626287,3373254.04556872,GLV,CONTRACT,0x2c85e5892646c5b1f39ebb2164297d26b999fe90,3.7954315696926115,1.1741555872848826e-7,5.051497899373774,true,,false,,,5.051497899373774
1037,0.0000014961169601067324,1.0000000000000009,3371831.924845217,3373254.04556872,GLV,CONTRACT,0x3e4ffbab92b6a8531f1e97887cad3064c9fcd52a,3.791888731355212,1.1730595739982983e-7,5.04678258832401,true,,false,,,5.04678258832401
1038,0.0000014952058750632724,1.0000000000000009,3371836.9685544837,3373254.04556872,GLV,CONTRACT,0xef0e6f282f6e4675c11d2a8fe9a2f093e1a8c5eb,3.7895795983116596,1.1723452200664499e-7,5.043709267015302,true,,false,,,5.043709267015302
1039,0.0000014939524040869949,1.0000000000000009,3371842.008035475,3373254.04556872,GLV,CONTRACT,0xa3d3b4afa8f74c70a37e43b8ed0b04f5bce59236,3.7864026926306433,1.1713624117909883e-7,5.039480990973571,true,,false,,,5.039480990973571
1040,0.0000014930177229999313,1.0000000000000009,3371847.044363549,3373254.04556872,GLV,CONTRACT,0xf102be166b42a9a19ca76c37275139284e2a0d10,3.7840337557253396,1.1706295569226517e-7,5.036328074215317,true,,false,,,5.036328074215317
1041,0.0000014922925073607568,1.0000000000000009,3371852.078245287,3373254.04556872,GLV,CONTRACT,0xffdeaa4b34366da00d21ad7cc8921faebf27077b,3.7821957062390266,1.1700609375089086e-7,5.033881737626562,true,,false,,,5.033881737626562
1042,0.0000014916276573626719,1.0000000000000009,3371857.1098843166,3373254.04556872,GLV,CONTRACT,0x77e57e7308b3452e1c047dc5d0988c636b8bb872,3.7805106526750323,1.1695396489490417e-7,5.031639029680825,true,,false,,,5.031639029680825
1043,0.000001491467333562996,1.0000000000000009,3371862.1409825333,3373254.04556872,GLV,CONTRACT,0x3f0bff3da6b8d11a0fe46daae51da48a39995cb5,3.780104314116237,1.1694139439586137e-7,5.031098216774968,true,,false,,,5.031098216774968
1044,0.0000014910273685130821,1.0000000000000009,3371867.1705966364,3373254.04556872,GLV,CONTRACT,0x1ac5b74a5c443df87760d5276b8e955712b8eba7,3.7789892284916218,1.1690689808121567e-7,5.029614102890437,true,,false,,,5.029614102890437
1045,0.0000014906770031772824,1.0000000000000009,3371872.1990288678,3373254.04556872,GLV,CONTRACT,0xd7c45d59dc188f43838d50dfefc49a8837fd2e5a,3.77810123216239,1.1687942700625857e-7,5.0284322316040235,true,,false,,,5.0284322316040235
1046,0.00000148809857117157,1.0000000000000009,3371877.2187633933,3373254.04556872,GLV,CONTRACT,0x191008af8b91ff463d754252e13ffae061b3c079,3.7715662302021626,1.166772600346343e-7,5.01973452540953,true,,false,,,5.01973452540953
1047,0.0000014863297526597053,1.0000000000000009,3371882.2325312444,3373254.04556872,GLV,CONTRACT,0xb77ca3d2abc528f11e08f1fbf4f2d247a8ca7614,3.7670831829793885,1.1653857238217563e-7,5.013767851208506,true,,false,,,5.013767851208506
1048,0.0000014848121664158072,1.0000000000000009,3371887.241179892,3373254.04556872,GLV,CONTRACT,0x52cd728ef7b148d93734053ca1cf5afb2ada2ec7,3.763236880631017,1.1641958308386263e-7,5.0086486472717775,true,,false,,,5.0086486472717775
1049,0.0000014847938593679831,1.0000000000000009,3371892.2497667847,3373254.04556872,GLV,CONTRACT,0x7bd23bf727c63e016ce63f745a6e8884e15d1063,3.763190481659413,1.164181476842051e-7,5.008586892948642,true,,false,,,5.008586892948642
1050,0.0000014840897326513903,1.0000000000000009,3371897.2559784795,3373254.04556872,GLV,CONTRACT,0xfb6a60a38916816a9db39ae38eafa84d670330c5,3.7614058817696394,1.1636293926078422e-7,5.006211694653302,true,,false,,,5.006211694653302
1051,0.00000148382493836832,1.0000000000000009,3371902.261296956,3373254.04556872,GLV,CONTRACT,0xbd45c639edb8435e21882a61e74356477312d1da,3.7607347641465694,1.1634217755049163e-7,5.005318476266692,true,,false,,,5.005318476266692
1052,0.0000014811830865660054,1.0000000000000009,3371907.2577037946,3373254.04556872,GLV,CONTRACT,0xf2d04401f9cd27c49477973ffea9bb916c8fafaf,3.7540390255471,1.1613503802648217e-7,4.996406838986741,true,,false,,,4.996406838986741
1053,0.0000014811369477981665,1.0000000000000009,3371912.253954996,3373254.04556872,GLV,CONTRACT,0xffca3de02fcbf43ac25d5f5ca5a24783647b7299,3.7539220874476658,1.1613142042673637e-7,4.9962512012014715,true,,false,,,4.9962512012014715
1054,0.00000147578798833461,1.0000000000000009,3371917.232162798,3373254.04556872,GLV,CONTRACT,0x5d07670cfe5917b327e21cd7a6233cbfca415a5c,3.740365220133703,1.1571202486629795e-7,4.978207802051446,true,,false,,,4.978207802051446
1055,0.0000014712816777679878,1.0000000000000009,3371922.1951696696,3373254.04556872,GLV,CONTRACT,0x8dc996fca217740263e7f5bc6032c7ff6981aa6a,3.728944035351236,1.1535869882999603e-7,4.963006871701999,true,,false,,,4.963006871701999
1056,0.000001471188016085978,1.0000000000000009,3371927.1578605967,3373254.04556872,GLV,CONTRACT,0xcd3a8dd3102267f62c5b4257591d4de7bfe99f9f,3.7287066510517177,1.1535135510382168e-7,4.962690927054244,true,,false,,,4.962690927054244
1057,0.0000014707763770543966,1.0000000000000009,3371932.119162961,3373254.04556872,GLV,CONTRACT,0xe7134e9a724bfab6811cd7db2e0243f68c5b101d,3.727663357347509,1.1531907974568434e-7,4.961302364025649,true,,false,,,4.961302364025649
1058,0.0000014698842854626578,1.0000000000000009,3371937.0774560734,3373254.04556872,GLV,CONTRACT,0x1c493cd010357ba2e5346c14df56777b38cfbdf7,3.7254023629571975,1.1524913357098835e-7,4.958293112454798,true,,false,,,4.958293112454798
1059,0.0000014680963945541332,1.0000000000000009,3371942.0297181755,3373254.04556872,GLV,CONTRACT,0xd3a3552b1e0e65a8aaa636817b43969ebd0e5a6b,3.7208709769962747,1.151089505102095e-7,4.952262102214582,true,,false,,,4.952262102214582
1060,0.0000014618158036482226,1.0000000000000009,3371946.960794249,3373254.04556872,GLV,CONTRACT,0x2a0929e907ca3c513100fb29fe6e868d06985faf,3.7049529020613603,1.146165085762567e-7,4.931076073532656,true,,false,,,4.931076073532656
1061,0.0000014600437749340384,1.0000000000000009,3371951.8858928196,3373254.04556872,GLV,CONTRACT,0xe6fb4e95e5c95822eb7a0cf36edd65a31ca0c2dd,3.700461718623086,1.1447756922164735e-7,4.925098570503671,true,,false,,,4.925098570503671
1062,0.0000014453275291023355,1.0000000000000009,3371956.7613497544,3373254.04556872,GLV,CONTRACT,0x27bc527fa9451d900a4212a19e0d54ffa852da78,3.663163587377313,1.1332371337170361e-7,4.875456934716295,true,,false,,,4.875456934716295
1063,0.0000014396208516851146,1.0000000000000009,3371961.6175566167,3373254.04556872,GLV,CONTRACT,0x60f35ca8525d0fbe342c54bdb7ebfc9cf816f265,3.6487000886209757,1.1287627024001736e-7,4.856206862031899,true,,false,,,4.856206862031899
1064,0.0000014314954684107494,1.0000000000000009,3371966.4463544968,3373254.04556872,GLV,CONTRACT,0xe526b86a844ecaac4005f7de8dba0fd5be5c5fa4,3.6281064117243447,1.1223918377575324e-7,4.8287978800298506,true,,false,,,4.8287978800298506
1065,0.000001431347787868643,1.0000000000000009,3371971.274654213,3373254.04556872,GLV,CONTRACT,0x0ac1f821f1379c3b3201f87c719c331c72f08a62,3.6277321173353467,1.1222760459588761e-7,4.828299716043738,true,,false,,,4.828299716043738
1066,0.0000014303489665616862,1.0000000000000009,3371976.0995846507,3373254.04556872,GLV,CONTRACT,0x80d60cf2b7df8bfaa8ee66a66a2f6ffb59851e43,3.625200617887457,1.1214929007048073e-7,4.824930438029246,true,,false,,,4.824930438029246
1067,0.0000014243450298299477,1.0000000000000009,3371980.9042622847,3373254.04556872,GLV,CONTRACT,0xf8a0f6ad7522bf0dc75f560097b80b03a5f7caf5,3.6099837193134148,1.1167853974462763e-7,4.80467763415957,true,,false,,,4.80467763415957
1068,0.0000014238914752210027,1.0000000000000009,3371985.707409964,3373254.04556872,GLV,CONTRACT,0x616cfd6ef425080369578a64ebbd095ffeaefa5a,3.6088341911304105,1.1164297791419987e-7,4.80314767924006,true,,false,,,4.80314767924006
1069,0.0000014127848498531985,1.0000000000000009,3371990.473092174,3373254.04556872,GLV,CONTRACT,0x79b8039a28ab4836a82312a88955de48e30d0016,3.5806845954112663,1.1077214137067286e-7,4.765682210285498,true,,false,,,4.765682210285498
1070,0.000001412529809752708,1.0000000000000009,3371995.2379140696,3373254.04556872,GLV,CONTRACT,0xf005ba636c7b0d71eafd39544730361739147faf,3.580038199635481,1.1075214445601904e-7,4.7648218952347365,true,,false,,,4.7648218952347365
1071,0.0000014086852034691681,1.0000000000000009,3371999.989767131,3373254.04556872,GLV,CONTRACT,0x75441fd1c06629b78ff72433bfd3363aed948045,3.5702940956437637,1.104507006298065e-7,4.751853061535167,true,,false,,,4.751853061535167
1072,0.0000013969713236371257,1.0000000000000009,3372004.7021063,3373254.04556872,GLV,CONTRACT,0xc7a3affad2ea707f7acbff1e14a8cb1fc002a4bd,3.5406054214826184,1.0953225112003937e-7,4.712339169002424,true,,false,,,4.712339169002424
1073,0.0000013932781785748005,1.0000000000000009,3372009.401987552,3373254.04556872,GLV,CONTRACT,0x5a90f7d098053b7bfe5c3d2b2256fc517c625b0a,3.5312451939613076,1.0924268290518429e-7,4.699881252480063,true,,false,,,4.699881252480063
1074,0.0000013902852458195944,1.0000000000000009,3372014.0917728823,3373254.04556872,GLV,CONTRACT,0x2dbd56f2706265d8e6e0e7eae9ed2515cd13be48,3.5236596453105125,1.0900801619686912e-7,4.689785329955449,true,,false,,,4.689785329955449
1075,0.0000013862908637175732,1.0000000000000009,3372018.7680841465,3373254.04556872,GLV,CONTRACT,0xe502fc7f73ad5143ab941cbc6cbfcc235c171355,3.5135359364794194,1.0869482890657539e-7,4.676311264370259,true,,false,,,4.676311264370259
1076,0.0000013727156217953955,1.0000000000000009,3372023.398602671,3373254.04556872,GLV,CONTRACT,0xe7228f194b356d1c7ec5566cb74b3c35d9e3b5fc,3.4791296646151832,1.0763043568527151e-7,4.630518524636699,true,,false,,,4.630518524636699
1077,0.000001365167875091947,1.0000000000000009,3372028.0036607287,3373254.04556872,GLV,CONTRACT,0x22b775c878e80364eb98b59ea16eddf073b2eae0,3.46,1.0703863993877034e-7,4.605058057534364,true,,false,,,4.605058057534364
1078,0.0000013458450517301165,1.0000000000000009,3372032.543537994,3373254.04556872,GLV,CONTRACT,0x3d0fdb15532b6f7057f1ea962cc0fe3d41cc1639,3.411026558673283,1.0552359642641977e-7,4.539877265457259,true,,false,,,4.539877265457259
1079,0.0000013225119003496675,1.0000000000000009,3372037.004706612,3373254.04556872,GLV,CONTRACT,0xd98c89bf83a7d84b2602eb746d9ce5776329cfc2,3.351888993799867,1.0369411535319976e-7,4.461168618167291,true,,false,,,4.461168618167291
1080,0.0000013143510518095925,1.0000000000000009,3372041.4383466146,3373254.04556872,GLV,CONTRACT,0x4cdd878857afb4d6fdcade7980950c6aa35da8e8,3.3312054306543764,1.0305424816586421e-7,4.43364000281421,true,,false,,,4.43364000281421
1081,0.0000013015999772041398,1.0000000000000009,3372045.8289740034,3373254.04556872,GLV,CONTRACT,0x86d385618bc9a07ea8a8223d31f3a32515116b67,3.298888,1.0205447538448849e-7,4.390627388816018,true,,false,,,4.390627388816018
1082,0.0000012825199426888342,1.0000000000000009,3372050.1552395886,3373254.04556872,GLV,CONTRACT,0x0d23187e80998ce426f4acbe1bd9699aeeefe180,3.250529903807244,1.0055846820341889e-7,4.326265585197673,true,,false,,,4.326265585197673
1083,0.000001275246442375988,1.0000000000000009,3372054.4569698093,3373254.04556872,GLV,CONTRACT,0x77756587cb04079d328e12d27f6373b93dd7e19d,3.2320953130571843,9.998817527806797e-8,4.301730220841919,true,,false,,,4.301730220841919
