recipient,amount
0x28f17BD6BA2dfA8308f7fD03BA3fb656Ae57d540,0.11
0x5688D6bf4e6b49b83f017AAF4F76224B0CbcA41b,0.12
0x5A9934C2ad24947bBD1DF8c3c60bA01eD0E7a455,0.19
0x4F5B6B87713003b204E1FC743a3fb3c13fE47228,0.31
0x7e0BeD47BF81ae705A1B6e787bCd87A9FfD14435,0.34
0x61FD43bBD5F9B2CA8FD7f326d659D66fC80bAFD3,0.39
0xFe1077cFc039E0Cf3B4dc6ff48ef5189bC56DF9d,0.43
0x1a4b7919932B1bfB01C57B9E7F4489df3C0A073F,0.43
0x661aB60b9c4637ADdC475F65de417c478da11A26,0.53
0xaF6ea43105DF369a860400f35079bFAc628DACEb,0.83
0xD12Bb7612f76101Ed27BC6D5534fE5400B961eD3,0.83
0xA016B59Cea666f53da4DA3C9F99B97dA1e0b016b,0.96
0x4422EFE0F0b0ac61b4510f22Fb2C2b6cB1D81afB,1.10
0x5C36CCB22C99fddD675DCfa2981Ed42fD84D778a,1.19
0x97c53A310a94bad23877e950b9Ec26C1c7D19F4b,1.78
0x3462e50CF7E5d8C5FAe4570cd3891F032b48bde8,1.93
0xb919caB8962c5e6d8CC0483661819a44a8FF98e6,2.02
0x9f6752eAC06BaB7C0233a1a4349c0364a3D95507,2.05
0x6f614a8f8E1d1FBaCC86D14371fF557dB491270d,2.48
0xd6569809f2F05BeEeDA51FD7f01b3489EF759975,3.20
0x26Cb1DBAd7349B57af814A22718D04d0fCdfbeB1,3.37
0xAeb055eDd6B843aff4843AF84C687Ab25c9cC885,3.40
0x7676b134E88bACB4e0C6c9b34d80C94c77E89232,4.17
0xd516c9877578f3d21c4221fbD3cB8D2a17312EBe,4.18
0x83bACd979A331a97d65fE5bf3fD1373F5c27B372,4.41
0x95c14C058Aaffda687780eB60Ef8658EF1166578,4.58
0x0896935D5a1336D470F02Da992080E13D87837b6,5.11
0xFF0B6Ffc4507812f5380062d91a79E464508BdE1,5.18
0x96322357C2633dbA5EB947Db0306658B5633aC04,5.52
0x00cb97487391d0ac7819C77098dbfd75b1d76787,6.57
0xfD6EE60FD62Ff8D36EDdB1Fa5D7Fc75480057672,6.61
0xbA8D35B178C8CB9F1f29D86c94B5fD8aa5EFf462,6.64
0x5D7166EE0C633021Cb502fa5302866316d86f701,12.36
0xF55ec984218afF3648E5176FAbB03F7Dbc6C4696,13.28
0xd3DdC8461663e8eC49A4d6bcF54C70734167dB1C,14.36
0x0bCb98735BCAaB1b2e49da7152d59B16015b83E5,14.59
0xCef13dAa45cA6CA8B1af80E20280c7E5f6016B3c,17.27
0x81Fe712bACD1a1f06601946469AD1ab631abeA04,18.66
0xb4E841eeA72e02241143BE24e1a3A18B6Af67675,20.37
0xE6BF40e81038050D76D658281ed6BCdF752D23BB,20.51
0xdCB906044452856242401323e4c76dF9f15690E1,22.67
0xbD3Df1969B930aC3521552Af2947ceF0C1638107,23.69
0xc1272aa47B2B0fBFCA527Da221F02c7b274A02e8,28.82
0xd6ffc26607A60A0c5383533fd53F7C47c26D62D4,33.51
0x42bCc5c5594ba438185a54204048D16e59E73a62,48.46
0xbfb496ACb99299e9eCE84B3FD1B3fDd0f6CDDf49,54.62
0xcF693BEaF82d89455650F6A208bC6960545683Ef,55.14
0x7f5ae40d25260757C32C053880A5E3D4DB4f3481,55.52
0xda05497Af85C76e547bB42Db6604CB7f2DbB8891,83.63
0xE0075cB3A1a45c3061cd636f9F69cb7c223823C9,91.06
0x4AC8b9390D9a07F3e7b53d3aB3dE8bAb5d1C81D8,132.81
0xC9C0c7E9d6423A61a82a872B2496F685212e0a56,137.67
0x915f8EC2A44Ec9B9C7DA32AeaA7Ee0D52c6d3063,276.61
0x7d41be7B63db524A57A59E2c8565cfF78e9CA5a8,297.88
